"","ID","Model","AIC","AICc","BIC","Response.var","Response.group","Curve.classification"
"1341","269","Yan and Hunt","67.0355353875987","77.0355353875988","68.0216582742798","net photosynthesis rate","Photosynthesis","unimodal"
"1342","269","Briere2","66.9154293941342","76.9154293941342","67.9015522808153","net photosynthesis rate","Photosynthesis","unimodal"
"1343","269","Briere","68.43462270323","73.2346227032301","69.2235210125749","net photosynthesis rate","Photosynthesis","unimodal"
"1344","269","Cubic","65.8807742169115","75.8807742169115","66.8668971035926","net photosynthesis rate","Photosynthesis","unimodal"
"1345","269","Quadratic","66.8305703753548","71.6305703753548","67.6194686846997","net photosynthesis rate","Photosynthesis","unimodal"
"1346","270","Yan and Hunt","31.0321266201877","41.0321266201877","32.0182495068688","respiration rate","Respiration","unimodal"
"1347","270","Briere2","31.3916830192798","41.3916830192798","32.3778059059609","respiration rate","Respiration","unimodal"
"1348","270","Briere","30.6387878217505","35.4387878217505","31.4276861310954","respiration rate","Respiration","unimodal"
"1349","270","Cubic","24.3727047768718","34.3727047768718","25.3588276635529","respiration rate","Respiration","unimodal"
"1350","270","Quadratic","29.5619664891596","34.3619664891596","30.3508647985045","respiration rate","Respiration","unimodal"
"1351","271","Yan and Hunt","68.3184585607043","76.3184585607044","69.8313840256746","net photosynthesis rate","Photosynthesis","unimodal"
"1352","271","Briere2","67.9404584096504","75.9404584096504","69.4533838746207","net photosynthesis rate","Photosynthesis","unimodal"
"1353","271","Briere","80.8245313058733","84.8245313058733","82.0348716778495","net photosynthesis rate","Photosynthesis","unimodal"
"1354","271","Cubic","69.0343211405114","77.0343211405114","70.5472466054816","net photosynthesis rate","Photosynthesis","unimodal"
"1355","271","Quadratic","77.9905532380589","81.9905532380589","79.2008936100351","net photosynthesis rate","Photosynthesis","unimodal"
"1356","272","Yan and Hunt","25.9859883235216","33.9859883235216","27.4989137884918","respiration rate","Respiration","non-typical"
"1357","272","Briere2","26.6013853412957","34.6013853412957","28.1143108062659","respiration rate","Respiration","non-typical"
"1358","272","Briere","32.916600988502","36.916600988502","34.1269413604782","respiration rate","Respiration","non-typical"
"1359","272","Cubic","25.007181940397","33.007181940397","26.5201074053672","respiration rate","Respiration","non-typical"
"1360","272","Quadratic","24.1240801168533","28.1240801168534","25.3344204888295","respiration rate","Respiration","non-typical"
"1361","273","Yan and Hunt","37.4786347578679","45.4786347578679","38.9915602228381","respiration rate","Respiration","unimodal"
"1362","273","Briere2","37.662718791472","45.662718791472","39.1756442564422","respiration rate","Respiration","unimodal"
"1363","273","Briere","44.1670707094857","48.1670707094857","45.3774110814619","respiration rate","Respiration","unimodal"
"1364","273","Cubic","36.8619127537043","44.8619127537043","38.3748382186745","respiration rate","Respiration","unimodal"
"1365","273","Quadratic","36.1937499547601","40.1937499547601","37.4040903267363","respiration rate","Respiration","unimodal"
"1366","274","Yan and Hunt","59.9817815402977","99.9817815402977","58.940578886438","net photosynthesis rate","Photosynthesis","rising"
"1367","274","Briere2","61.1129556407196","101.11295564072","60.0717529868598","net photosynthesis rate","Photosynthesis","rising"
"1368","274","Briere","59.1396864891359","71.1396864891359","58.3067243660481","net photosynthesis rate","Photosynthesis","rising"
"1369","274","Cubic","60.2127307661175","100.212730766117","59.1715281122577","net photosynthesis rate","Photosynthesis","rising"
"1370","274","Quadratic","59.087077695344","71.087077695344","58.2541155722563","net photosynthesis rate","Photosynthesis","rising"
"1371","275","Yan and Hunt","41.2846755175626","81.2846755175626","40.2434728637029","net photosynthesis rate","Photosynthesis","rising"
"1372","275","Briere2","43.7297224449977","83.7297224449977","42.688519791138","net photosynthesis rate","Photosynthesis","rising"
"1373","275","Briere","42.50158897636","54.50158897636","41.6686268532722","net photosynthesis rate","Photosynthesis","rising"
"1374","275","Cubic","32.0778343301967","72.0778343301967","31.036631676337","net photosynthesis rate","Photosynthesis","rising"
"1375","275","Quadratic","39.0060885979291","51.0060885979291","38.1731264748413","net photosynthesis rate","Photosynthesis","rising"
"1376","276","Yan and Hunt","30.2303722990071","Inf","28.2775618611776","respiration rate","Respiration","rising"
"1377","276","Briere2","33.9119238324244","Inf","31.9591133945949","respiration rate","Respiration","rising"
"1378","276","Briere","36.2315870922025","60.2315870922025","34.6693387419389","respiration rate","Respiration","rising"
"1379","276","Cubic","32.9088572553456","Inf","30.9560468175161","respiration rate","Respiration","rising"
"1380","276","Quadratic","37.2795430988796","61.2795430988796","35.717294748616","respiration rate","Respiration","rising"
"1381","277","Yan and Hunt","26.7706993765297","Inf","24.8178889387002","respiration rate","Respiration","rising"
"1382","277","Briere2","33.2696140846367","Inf","31.3168036468072","respiration rate","Respiration","rising"
"1383","277","Briere","36.3953800499488","60.3953800499488","34.8331316996852","respiration rate","Respiration","rising"
"1384","277","Cubic","19.2283113110297","Inf","17.2755008732002","respiration rate","Respiration","rising"
"1385","277","Quadratic","38.3121017906329","62.3121017906329","36.7498534403693","respiration rate","Respiration","rising"
"1386","278","Yan and Hunt","-36.3711392194056","-35.3711392194056","-27.337826770554","net photosynthesis rate","Photosynthesis","unimodal"
"1387","278","Briere2","-38.125373884333","-37.125373884333","-29.0920614354814","net photosynthesis rate","Photosynthesis","unimodal"
"1388","278","Briere","-40.0757237160021","-39.4903578623436","-32.8490737569208","net photosynthesis rate","Photosynthesis","unimodal"
"1389","278","Cubic","-34.5425227411544","-33.5425227411544","-25.5092102923028","net photosynthesis rate","Photosynthesis","unimodal"
"1390","278","Quadratic","-27.6841833289754","-27.0988174753169","-20.4575333698941","net photosynthesis rate","Photosynthesis","unimodal"
"1391","279","Yan and Hunt","-23.2429262148046","-3.24292621480459","-23.513375469528","net photosynthesis rate","Photosynthesis","unimodal"
"1392","279","Briere2","-20.7521394542923","-0.752139454292337","-21.0225887090158","net photosynthesis rate","Photosynthesis","unimodal"
"1393","279","Briere","1.45502127314211","9.45502127314211","1.23866186936336","net photosynthesis rate","Photosynthesis","unimodal"
"1394","279","Cubic","-23.2766800210422","-3.27668002104223","-23.5471292757657","net photosynthesis rate","Photosynthesis","unimodal"
"1395","279","Quadratic","-24.8737314284786","-16.8737314284786","-25.0900908322573","net photosynthesis rate","Photosynthesis","unimodal"
"1396","280","Yan and Hunt","-18.3991476072688","1.60085239273123","-18.6695968619922","net photosynthesis rate","Photosynthesis","unimodal"
"1397","280","Briere2","-13.5686555601393","6.43134443986072","-13.8391048148627","net photosynthesis rate","Photosynthesis","unimodal"
"1398","280","Briere","-15.5500185803829","-7.55001858038289","-15.7663779841616","net photosynthesis rate","Photosynthesis","unimodal"
"1399","280","Cubic","-20.4372436098449","-0.437243609844938","-20.7076928645684","net photosynthesis rate","Photosynthesis","unimodal"
"1400","280","Quadratic","-15.4671921698275","-7.46719216982747","-15.6835515736062","net photosynthesis rate","Photosynthesis","unimodal"
"1401","281","Yan and Hunt","104.634002506514","107.30066917318","109.612663874284","net photosynthesis rate","Photosynthesis","rising"
"1402","281","Briere2","104.097143857517","106.763810524183","109.075805225286","net photosynthesis rate","Photosynthesis","rising"
"1403","281","Briere","103.405597252884","104.905597252884","107.3885263471","net photosynthesis rate","Photosynthesis","rising"
"1404","281","Cubic","104.824367638499","107.491034305166","109.803029006269","net photosynthesis rate","Photosynthesis","rising"
"1405","281","Quadratic","103.632365750357","105.132365750357","107.615294844573","net photosynthesis rate","Photosynthesis","rising"
"1406","282","Yan and Hunt","38.918185429433","43.918185429433","41.7429322167407","net photosynthesis rate","Photosynthesis","unimodal"
"1407","282","Briere2","35.8020135958554","40.8020135958554","38.6267603831631","net photosynthesis rate","Photosynthesis","unimodal"
"1408","282","Briere","33.9672266031156","36.6338932697822","36.2270240329617","net photosynthesis rate","Photosynthesis","unimodal"
"1409","282","Cubic","38.9941168962972","43.9941168962972","41.8188636836049","net photosynthesis rate","Photosynthesis","unimodal"
"1410","282","Quadratic","41.2429030513405","43.9095697180072","43.5027004811867","net photosynthesis rate","Photosynthesis","unimodal"
"1411","283","Yan and Hunt","28.3028520261371","32.7472964705815","31.4981386742134","net photosynthesis rate","Photosynthesis","unimodal"
"1412","283","Briere2","28.2281440129149","32.6725884573593","31.4234306609912","net photosynthesis rate","Photosynthesis","unimodal"
"1413","283","Briere","26.3948288320706","28.7948288320706","28.9510581505316","net photosynthesis rate","Photosynthesis","unimodal"
"1414","283","Cubic","31.3665187130808","35.8109631575253","34.5618053611571","net photosynthesis rate","Photosynthesis","unimodal"
"1415","283","Quadratic","38.7478540289586","41.1478540289586","41.3040833474196","net photosynthesis rate","Photosynthesis","unimodal"
"1416","284","Yan and Hunt","26.4159762018229","31.4159762018229","29.2407229891306","net photosynthesis rate","Photosynthesis","unimodal"
"1417","284","Briere2","23.0143049122222","28.0143049122222","25.8390516995299","net photosynthesis rate","Photosynthesis","unimodal"
"1418","284","Briere","30.2588720317381","32.9255386984047","32.5186694615842","net photosynthesis rate","Photosynthesis","unimodal"
"1419","284","Cubic","26.0781914028437","31.0781914028437","28.9029381901514","net photosynthesis rate","Photosynthesis","unimodal"
"1420","284","Quadratic","35.0831378803271","37.7498045469938","37.3429353101733","net photosynthesis rate","Photosynthesis","unimodal"
"1421","285","Yan and Hunt","17.4956087863872","21.9400532308317","20.6908954344635","net photosynthesis rate","Photosynthesis","unimodal"
"1422","285","Briere2","11.6703341753516","16.114778619796","14.8656208234279","net photosynthesis rate","Photosynthesis","unimodal"
"1423","285","Briere","11.4787434033937","13.8787434033937","14.0349727218548","net photosynthesis rate","Photosynthesis","unimodal"
"1424","285","Cubic","17.8209308118161","22.2653752562605","21.0162174598924","net photosynthesis rate","Photosynthesis","unimodal"
"1425","285","Quadratic","24.2815548633496","26.6815548633496","26.8377841818106","net photosynthesis rate","Photosynthesis","unimodal"
"1426","286","Yan and Hunt","22.5062408969114","28.2205266111971","24.9307741458514","net photosynthesis rate","Photosynthesis","unimodal"
"1427","286","Briere2","23.6274327744088","29.3417184886945","26.0519660233488","net photosynthesis rate","Photosynthesis","unimodal"
"1428","286","Briere","21.641966876848","24.641966876848","23.581593476","net photosynthesis rate","Photosynthesis","unimodal"
"1429","286","Cubic","22.366911729404","28.0811974436897","24.791444978344","net photosynthesis rate","Photosynthesis","unimodal"
"1430","286","Quadratic","20.547180619567","23.547180619567","22.486807218719","net photosynthesis rate","Photosynthesis","unimodal"
"1431","287","Yan and Hunt","20.94211499823","24.94211499823","24.4823660037411","net photosynthesis rate","Photosynthesis","unimodal"
"1432","287","Briere2","20.0908101705448","24.0908101705448","23.6310611760559","net photosynthesis rate","Photosynthesis","unimodal"
"1433","287","Briere","28.6204914426102","30.8023096244284","31.4526922470191","net photosynthesis rate","Photosynthesis","unimodal"
"1434","287","Cubic","21.7171797121761","25.7171797121761","25.2574307176872","net photosynthesis rate","Photosynthesis","unimodal"
"1435","287","Quadratic","22.5160235382297","24.6978417200479","25.3482243426386","net photosynthesis rate","Photosynthesis","unimodal"
"1436","288","Yan and Hunt","30.6173768964334","36.3316626107191","33.0419101453734","net photosynthesis rate","Photosynthesis","unimodal"
"1437","288","Briere2","29.4740900473526","35.1883757616383","31.8986232962926","net photosynthesis rate","Photosynthesis","unimodal"
"1438","288","Briere","28.1679510058452","31.1679510058452","30.1075776049972","net photosynthesis rate","Photosynthesis","unimodal"
"1439","288","Cubic","30.2621919161872","35.9764776304729","32.6867251651272","net photosynthesis rate","Photosynthesis","unimodal"
"1440","288","Quadratic","32.9689560951647","35.9689560951648","34.9085826943167","net photosynthesis rate","Photosynthesis","unimodal"
"1441","289","Yan and Hunt","20.736121532987","25.1805659774315","23.9314081810633","net photosynthesis rate","Photosynthesis","unimodal"
"1442","289","Briere2","18.8338373811965","23.278281825641","22.0291240292728","net photosynthesis rate","Photosynthesis","unimodal"
"1443","289","Briere","17.0751298528677","19.4751298528676","19.6313591713287","net photosynthesis rate","Photosynthesis","unimodal"
"1444","289","Cubic","26.8997599105563","31.3442043550008","30.0950465586326","net photosynthesis rate","Photosynthesis","unimodal"
"1445","289","Quadratic","39.1590928724712","41.5590928724712","41.7153221909322","net photosynthesis rate","Photosynthesis","unimodal"
"1446","290","Yan and Hunt","18.3457952839308","58.3457952839308","17.3045926300711","net photosynthesis rate","Photosynthesis","unimodal"
"1447","290","Briere2","19.0266661807692","59.0266661807692","17.9854635269095","net photosynthesis rate","Photosynthesis","unimodal"
"1448","290","Briere","26.0211988486163","38.0211988486163","25.1882367255285","net photosynthesis rate","Photosynthesis","unimodal"
"1449","290","Cubic","18.0701112554111","58.0701112554111","17.0289086015514","net photosynthesis rate","Photosynthesis","unimodal"
"1450","290","Quadratic","27.555090629665","39.555090629665","26.7221285065772","net photosynthesis rate","Photosynthesis","unimodal"
"1451","291","Yan and Hunt","27.3177645395345","Inf","25.364954101705","net photosynthesis rate","Photosynthesis","unimodal"
"1452","291","Briere2","44.3601111633914","Inf","42.4073007255619","net photosynthesis rate","Photosynthesis","unimodal"
"1453","291","Briere","29.7820234041511","53.7820234041511","28.2197750538875","net photosynthesis rate","Photosynthesis","unimodal"
"1454","291","Cubic","27.5487629484277","Inf","25.5959525105982","net photosynthesis rate","Photosynthesis","unimodal"
"1455","291","Quadratic","25.7903245799297","49.7903245799297","24.2280762296661","net photosynthesis rate","Photosynthesis","unimodal"
"1456","292","Yan and Hunt","36.3384351452336","Inf","34.3856247074041","net photosynthesis rate","Photosynthesis","unimodal"
"1457","292","Briere2","51.9761336872432","Inf","50.0233232494137","net photosynthesis rate","Photosynthesis","unimodal"
"1458","292","Briere","38.9187015183551","62.9187015183551","37.3564531680915","net photosynthesis rate","Photosynthesis","unimodal"
"1459","292","Cubic","36.387638018302","Inf","34.4348275804725","net photosynthesis rate","Photosynthesis","unimodal"
"1460","292","Quadratic","34.3887946753221","58.3887946753221","32.8265463250585","net photosynthesis rate","Photosynthesis","unimodal"
"1461","293","Yan and Hunt","19.9308827320385","59.9308827320385","18.8896800781788","respiration rate","Respiration","unimodal"
"1462","293","Briere2","20.4161471410987","60.4161471410987","19.3749444872389","respiration rate","Respiration","unimodal"
"1463","293","Briere","18.5212593849003","30.5212593849003","17.6882972618126","respiration rate","Respiration","unimodal"
"1464","293","Cubic","18.4147785525724","58.4147785525724","17.3735758987127","respiration rate","Respiration","unimodal"
"1465","293","Quadratic","21.3549583140765","33.3549583140765","20.5219961909887","respiration rate","Respiration","unimodal"
"1466","294","Yan and Hunt","6.61450678396419","Inf","4.6616963461347","respiration rate","Respiration","unimodal"
"1467","294","Briere2","4.07155665738373","Inf","2.11874621955423","respiration rate","Respiration","unimodal"
"1468","294","Briere","7.11813632436182","31.1181363243618","5.55588797409822","respiration rate","Respiration","unimodal"
"1469","294","Cubic","8.59079271288275","Inf","6.63798227505325","respiration rate","Respiration","unimodal"
"1470","294","Quadratic","10.2281410188332","34.2281410188332","8.66589266856955","respiration rate","Respiration","unimodal"
"1471","295","Yan and Hunt","-1.16266001473575","Inf","-3.11547045256525","respiration rate","Respiration","unimodal"
"1472","295","Briere2","-5.14317903103176","Inf","-7.09598946886126","respiration rate","Respiration","unimodal"
"1473","295","Briere","10.1721794534006","34.1721794534006","8.60993110313697","respiration rate","Respiration","unimodal"
"1474","295","Cubic","9.12711417924729","Inf","7.17430374141779","respiration rate","Respiration","unimodal"
"1475","295","Quadratic","19.8105708551289","43.8105708551289","18.2483225048653","respiration rate","Respiration","unimodal"
"1476","296","Yan and Hunt","80.7157035372639","90.7157035372639","81.701826423945","net photosynthesis rate","Photosynthesis","unimodal"
"1477","296","Briere2","60.4204059772374","70.4204059772374","61.4065288639185","net photosynthesis rate","Photosynthesis","unimodal"
"1478","296","Briere","65.2938847827303","70.0938847827303","66.0827830920752","net photosynthesis rate","Photosynthesis","unimodal"
"1479","296","Cubic","69.4874484915139","79.4874484915139","70.473571378195","net photosynthesis rate","Photosynthesis","unimodal"
"1480","296","Quadratic","83.8148723879694","88.6148723879694","84.6037706973143","net photosynthesis rate","Photosynthesis","unimodal"
"1481","297","Yan and Hunt","14.0382153995975","24.0382153995975","15.0243382862786","net photosynthesis rate","Photosynthesis","non-typical"
"1482","297","Briere2","20.3186767006508","30.3186767006508","21.3047995873319","net photosynthesis rate","Photosynthesis","non-typical"
"1483","297","Briere","21.7995443822551","26.5995443822551","22.5884426916","net photosynthesis rate","Photosynthesis","non-typical"
"1484","297","Cubic","9.64506571241321","19.6450657124132","10.6311885990943","net photosynthesis rate","Photosynthesis","non-typical"
"1485","297","Quadratic","12.0817525000771","16.8817525000771","12.870650809422","net photosynthesis rate","Photosynthesis","non-typical"
"1486","298","Yan and Hunt","34.6605239796409","54.6605239796409","34.3900747249175","net photosynthesis rate","Photosynthesis","unimodal"
"1487","298","Briere2","34.529247007403","54.529247007403","34.2587977526795","net photosynthesis rate","Photosynthesis","unimodal"
"1488","298","Briere","35.7408273171272","43.7408273171272","35.5244679133484","net photosynthesis rate","Photosynthesis","unimodal"
"1489","298","Cubic","34.6654683995886","54.6654683995886","34.3950191448652","net photosynthesis rate","Photosynthesis","unimodal"
"1490","298","Quadratic","32.6735057673219","40.6735057673219","32.4571463635432","net photosynthesis rate","Photosynthesis","unimodal"
"1491","299","Yan and Hunt","1.05331417262727","21.0533141726273","0.782864917903831","net photosynthesis rate","Photosynthesis","non-typical"
"1492","299","Briere2","-4.81211220803741","15.1878877919626","-5.08256146276084","net photosynthesis rate","Photosynthesis","non-typical"
"1493","299","Briere","-5.86238722363252","2.13761277636748","-6.07874662741127","net photosynthesis rate","Photosynthesis","non-typical"
"1494","299","Cubic","-16.8535016761875","3.1464983238125","-17.1239509309109","net photosynthesis rate","Photosynthesis","non-typical"
"1495","299","Quadratic","-13.2581240985039","-5.25812409850387","-13.4744835022826","net photosynthesis rate","Photosynthesis","non-typical"
"1496","300","Yan and Hunt","66.2192199836484","79.5525533169817","66.6164276920476","net photosynthesis rate","Photosynthesis","unimodal"
"1497","300","Briere2","60.405236679257","73.7385700125904","60.8024443876562","net photosynthesis rate","Photosynthesis","unimodal"
"1498","300","Briere","58.6685969116283","64.6685969116283","58.9863630783476","net photosynthesis rate","Photosynthesis","unimodal"
"1499","300","Cubic","66.3454138616407","79.678747194974","66.7426215700398","net photosynthesis rate","Photosynthesis","unimodal"
"1500","300","Quadratic","65.95645401552","71.95645401552","66.2742201822393","net photosynthesis rate","Photosynthesis","unimodal"
"1501","301","Yan and Hunt","18.7295502873419","32.0628836206753","19.1267579957411","net photosynthesis rate","Photosynthesis","unimodal"
"1502","301","Briere2","18.652130132599","31.9854634659323","19.0493378409982","net photosynthesis rate","Photosynthesis","unimodal"
"1503","301","Briere","16.9157607099208","22.9157607099208","17.2335268766401","net photosynthesis rate","Photosynthesis","unimodal"
"1504","301","Cubic","20.6147992042857","33.948132537619","21.0120069126848","net photosynthesis rate","Photosynthesis","unimodal"
"1505","301","Quadratic","19.7710436018039","25.7710436018039","20.0888097685232","net photosynthesis rate","Photosynthesis","unimodal"
"1506","302","Yan and Hunt","144.349171240057","147.015837906723","149.327832607827","net photosynthesis rate","Photosynthesis","unimodal"
"1507","302","Briere2","149.193402179548","151.860068846215","154.172063547318","net photosynthesis rate","Photosynthesis","unimodal"
"1508","302","Briere","149.10061057416","150.60061057416","153.083539668375","net photosynthesis rate","Photosynthesis","unimodal"
"1509","302","Cubic","144.280312486806","146.946979153472","149.258973854575","net photosynthesis rate","Photosynthesis","unimodal"
"1510","302","Quadratic","146.768768186282","148.268768186282","150.751697280498","net photosynthesis rate","Photosynthesis","unimodal"
"1511","303","Yan and Hunt","80.8925146392023","83.1147368614246","86.5699857188481","respiration rate","Respiration","rising"
"1512","303","Briere2","81.5196086313541","83.7418308535763","87.1970797109998","respiration rate","Respiration","rising"
"1513","303","Briere","79.5581423840538","80.8213002787906","84.1001192477704","respiration rate","Respiration","rising"
"1514","303","Cubic","79.6886205565937","81.9108427788159","85.3660916362394","respiration rate","Respiration","rising"
"1515","303","Quadratic","79.1870145843121","80.4501724790489","83.7289914480287","respiration rate","Respiration","rising"
"1516","304","Yan and Hunt","14.1321601441312","Inf","12.1793497063017","gross photosynthesis rate","Photosynthesis","rising"
"1517","304","Briere2","15.1988815315418","Inf","13.2460710937123","gross photosynthesis rate","Photosynthesis","rising"
"1518","304","Briere","13.1770644811467","37.1770644811467","11.6148161308831","gross photosynthesis rate","Photosynthesis","rising"
"1519","304","Cubic","13.3636142424636","Inf","11.4108038046341","gross photosynthesis rate","Photosynthesis","rising"
"1520","304","Quadratic","12.0951808862727","36.0951808862727","10.5329325360091","gross photosynthesis rate","Photosynthesis","rising"
"1521","305","Yan and Hunt","19.4511676104446","59.4511676104446","18.4099649565848","gross photosynthesis rate","Photosynthesis","rising"
"1522","305","Briere2","19.3454151473505","59.3454151473505","18.3042124934908","gross photosynthesis rate","Photosynthesis","rising"
"1523","305","Briere","17.553060674347","29.553060674347","16.7200985512592","gross photosynthesis rate","Photosynthesis","rising"
"1524","305","Cubic","19.3612281782987","59.3612281782987","18.320025524439","gross photosynthesis rate","Photosynthesis","rising"
"1525","305","Quadratic","19.7034135008944","31.7034135008944","18.8704513778066","gross photosynthesis rate","Photosynthesis","rising"
"1526","306","Yan and Hunt","20.721141173374","60.721141173374","19.6799385195143","respiration rate","Respiration","non-typical"
"1527","306","Briere2","20.9928376552095","60.9928376552095","19.9516350013498","respiration rate","Respiration","non-typical"
"1528","306","Briere","19.9744474980487","31.9744474980487","19.1414853749609","respiration rate","Respiration","non-typical"
"1529","306","Cubic","14.3608371278049","54.3608371278049","13.3196344739452","respiration rate","Respiration","non-typical"
"1530","306","Quadratic","18.9273983965375","30.9273983965375","18.0944362734498","respiration rate","Respiration","non-typical"
"1531","307","Yan and Hunt","8.18707960868879","48.1870796086888","7.14587695482906","respiration rate","Respiration","non-typical"
"1532","307","Briere2","11.6805390584005","51.6805390584005","10.6393364045407","respiration rate","Respiration","non-typical"
"1533","307","Briere","9.68203720938006","21.6820372093801","8.84907508629228","respiration rate","Respiration","non-typical"
"1534","307","Cubic","-6.66313550609205","33.336864493908","-7.70433815995177","respiration rate","Respiration","non-typical"
"1535","307","Quadratic","-0.827249628675737","11.1727503713243","-1.66021175176352","respiration rate","Respiration","non-typical"
"1536","308","Yan and Hunt","32.636462721408","34.7417258793027","38.5267318731477","respiration rate","Respiration","non-typical"
"1537","308","Briere2","32.3346661714908","34.4399293293856","38.2249353232305","respiration rate","Respiration","non-typical"
"1538","308","Briere","32.5709934412716","33.7709934412716","37.2832087626634","respiration rate","Respiration","non-typical"
"1539","308","Cubic","27.6964745051693","29.801737663064","33.586743656909","respiration rate","Respiration","non-typical"
"1540","308","Quadratic","30.2350396600044","31.4350396600044","34.9472549813962","respiration rate","Respiration","non-typical"
"1541","309","Yan and Hunt","41.9593871947277","43.8641490994896","48.2498698848351","net photosynthesis rate","Photosynthesis","unimodal"
"1542","309","Briere2","40.9367683877798","42.8415302925417","47.2272510778872","net photosynthesis rate","Photosynthesis","unimodal"
"1543","309","Briere","78.2053602605031","79.2962693514122","83.237746412589","net photosynthesis rate","Photosynthesis","unimodal"
"1544","309","Cubic","40.9494762410432","42.8542381458051","47.2399589311506","net photosynthesis rate","Photosynthesis","unimodal"
"1545","309","Quadratic","45.7141487602304","46.8050578511395","50.7465349123163","net photosynthesis rate","Photosynthesis","unimodal"
"1546","310","Yan and Hunt","57.4705283745111","59.375290279273","63.7610110646185","net photosynthesis rate","Photosynthesis","unimodal"
"1547","310","Briere2","58.8324863678318","60.7372482725937","65.1229690579392","net photosynthesis rate","Photosynthesis","unimodal"
"1548","310","Briere","86.7095974685786","87.8005065594877","91.7419836206645","net photosynthesis rate","Photosynthesis","unimodal"
"1549","310","Cubic","57.4687706176634","59.3735325224254","63.7592533077709","net photosynthesis rate","Photosynthesis","unimodal"
"1550","310","Quadratic","55.4709268586456","56.5618359495547","60.5033130107315","net photosynthesis rate","Photosynthesis","unimodal"
"1551","311","Yan and Hunt","78.3440402011126","80.2488021058745","84.6345228912201","net photosynthesis rate","Photosynthesis","unimodal"
"1552","311","Briere2","78.5013630303743","80.4061249351362","84.7918457204817","net photosynthesis rate","Photosynthesis","unimodal"
"1553","311","Briere","91.90704500711","92.9979540980191","96.9394311591959","net photosynthesis rate","Photosynthesis","unimodal"
"1554","311","Cubic","77.9409291059628","79.8456910107247","84.2314117960702","net photosynthesis rate","Photosynthesis","unimodal"
"1555","311","Quadratic","97.1654702101052","98.2563793010143","102.197856362191","net photosynthesis rate","Photosynthesis","unimodal"
"1556","312","Yan and Hunt","141.853551328993","143.103551328993","149.908140892214","net photosynthesis rate","Photosynthesis","unimodal"
"1557","312","Briere2",NA,NA,NA,"net photosynthesis rate","Photosynthesis","unimodal"
"1558","312","Briere",NA,NA,NA,"net photosynthesis rate","Photosynthesis","unimodal"
"1559","312","Cubic","141.936090084745","143.186090084745","149.990679647966","net photosynthesis rate","Photosynthesis","unimodal"
"1560","312","Quadratic","140.214000890743","140.941273618016","146.65767254132","net photosynthesis rate","Photosynthesis","unimodal"
"1561","313","Yan and Hunt","138.180354111085","139.392475323206","146.368284909717","net photosynthesis rate","Photosynthesis","unimodal"
"1562","313","Briere2",NA,NA,NA,"net photosynthesis rate","Photosynthesis","unimodal"
"1563","313","Briere",NA,NA,NA,"net photosynthesis rate","Photosynthesis","unimodal"
"1564","313","Cubic","138.170524282227","139.382645494348","146.358455080859","net photosynthesis rate","Photosynthesis","unimodal"
"1565","313","Quadratic","138.065437962096","138.771320315037","144.615782601001","net photosynthesis rate","Photosynthesis","unimodal"
"1566","314","Yan and Hunt","16.5260966923422","Inf","14.5732862545127","net photosynthesis rate","Photosynthesis","unimodal"
"1567","314","Briere2","2.75568089152567","Inf","0.802870453696167","net photosynthesis rate","Photosynthesis","unimodal"
"1568","314","Briere","16.8153191345037","40.8153191345037","15.2530707842401","net photosynthesis rate","Photosynthesis","unimodal"
"1569","314","Cubic","17.1396273753321","Inf","15.1868169375026","net photosynthesis rate","Photosynthesis","unimodal"
"1570","314","Quadratic","24.2792436324096","48.2792436324096","22.716995282146","net photosynthesis rate","Photosynthesis","unimodal"
"1571","315","Yan and Hunt","25.3315012605988","Inf","23.3786908227693","net photosynthesis rate","Photosynthesis","unimodal"
"1572","315","Briere2","23.8258890462267","Inf","21.8730786083972","net photosynthesis rate","Photosynthesis","unimodal"
"1573","315","Briere","24.8728727972473","48.8728727972473","23.3106244469837","net photosynthesis rate","Photosynthesis","unimodal"
"1574","315","Cubic","-19.9447858846577","Inf","-21.8975963224872","net photosynthesis rate","Photosynthesis","unimodal"
"1575","315","Quadratic","28.0048408653761","52.0048408653761","26.4425925151125","net photosynthesis rate","Photosynthesis","unimodal"
"1576","316","Yan and Hunt","2.16559343135401","Inf","0.212782993524508","respiration rate","Respiration","rising"
"1577","316","Briere2","-10.0591091368792","Inf","-12.0119195747087","respiration rate","Respiration","rising"
"1578","316","Briere","5.8255789850167","29.8255789850167","4.2633306347531","respiration rate","Respiration","rising"
"1579","316","Cubic","4.34887190447923","Inf","2.39606146664973","respiration rate","Respiration","rising"
"1580","316","Quadratic","7.96288074333935","31.9628807433394","6.40063239307575","respiration rate","Respiration","rising"
"1581","317","Yan and Hunt","13.5771760340478","Inf","11.6243655962183","respiration rate","Respiration","rising"
"1582","317","Briere2","-3.3383252825664","Inf","-5.2911357203959","respiration rate","Respiration","rising"
"1583","317","Briere","8.84754445686956","32.8475444568696","7.28529610660596","respiration rate","Respiration","rising"
"1584","317","Cubic","4.62499086424066","Inf","2.67218042641116","respiration rate","Respiration","rising"
"1585","317","Quadratic","11.3999188986798","35.3999188986798","9.83767054841622","respiration rate","Respiration","rising"
"1586","318","Yan and Hunt","1283.84457334558","1283.95756769586","1303.26118528802","net photosynthesis rate","Photosynthesis","unimodal"
"1587","318","Briere2","1278.37800569483","1278.49100004512","1297.79461763728","net photosynthesis rate","Photosynthesis","unimodal"
